Teacher Name,Department + Class,Rating,Comment,Rating ID
University of Delaware - Florence Schmieg BISC207,BISC207 Biology,4,"Lectures go in circles and powerpoints are just pictures from the textbook. You dont have to go to class unless its a PBL day (which she says in advance). If your PBLs are extremely detailed, you will do well. Tests are MC& very hard. I didnt go to class,but studied for hours&read the book and got an A. She has a hugeee curve at the end (84 & upA)",UmF0aW5nLTI0OTQ3NjQ2
University of Delaware - Florence Schmieg BISC207,BISC207 Biology,1,"She is terrible. her teaching style is very monotone, she's probably the most boring person I've ever had to talk to. She's no where near helpful and has a really bad attitude. Her tests are impossible to pass with higher than a 69.",UmF0aW5nLTIzMzA0Mzk5
University of Delaware - Florence Schmieg BISC205,BISC205 Biology,1,"This was one of the worst classes I have ever taken.  The powerpoints were unclear, and she talked in circles the whole time.  She gave maybe 30 seconds to write down all of the information on a slide, which never made sense anyway.  It's better to just skip class and watch Khan Academy videos and then rely on the curve for your final grade.",UmF0aW5nLTI0ODg1MDE0
University of Delaware - Florence Schmieg BIO205,BIO205 Biology,1,"She really knows her stuff but she is not clear at all. If you do attend class, bring your computer to take notes and just listen to what she says. She bounces around slides a lot but atleast she uses pictures. She has a huge curve cause she doesn't want us to fail. Make sure you get all the easy points you can! She's nice but unorganized.",UmF0aW5nLTIzMTM5ODU4
University of Delaware - Florence Schmieg BISC205,BISC205 Biology,2,"Very bad professor. if you took AP Biology in high school you should be fine but if you didn't youre out of luck. She goes so fast and just reads off her power points. Tests very hard, 3 and a final(not cumulative). Relied on labs, group projects and the curve.",UmF0aW5nLTIzMTc3NjYy
University of Delaware - Florence Schmieg BISC205,BISC205 Biology,1,"She was not a great professor. She was very hard to understand and her tests are nearly impossible. Most of us got Ds and Fs on the tests, but she adds a huge curve at the end of the semester.. Group projects and lab will bring your grade up. Don't buy the textbook. Good luck!!",UmF0aW5nLTI0Njk5ODg0
University of Delaware - Florence Schmieg BISC207,BISC207 Biology,1,She is absolutely terrible. she talks in circles the entire class and her exams are impossible. the class average is usually a 58 and I would rather stay home and read through the book than go sit through class.,UmF0aW5nLTIzMjQ2MDk1
University of Delaware - Florence Schmieg MOLECULAR,MOLECULAR Biology,1,Love this class!! 10/10,UmF0aW5nLTM2Njc1MTY5
Baker College - Mike Watkins HCC1A,HCC1A Communication,3,"Okay, what was with the maps&#63; Half of his lectures were dedicated to unnecessary historical and geographical background. He was an okay lecturer, but not really interesting. At all.",UmF0aW5nLTExMTEzMTc0
Baker College - Mike Watkins GRCALL,GRCALL Communication,5,"One of the best teachers I've had. Mike has always encouraged me and helped me to do better. As long as you do the work, you will get along with him.",UmF0aW5nLTE5MDI4MDgw
Baker College - Mike Watkins HUM1A,HUM1A Communication,4,"Not as clear as the other lecturers, didn't talk directly about the texts as much.  Lectures were pretty easy to follow.",UmF0aW5nLTExNTIzMTc3
Baker College - Mike Watkins GRC101,GRC101 Communication,5,Mike has been a great teacher and mentor. He prepares you for the real world and if you have it in you- you will do well- period. He is one of the best in the field!,UmF0aW5nLTE4OTg5NjE4
Baker College - Mike Watkins HUMCORE1A,HUMCORE1A Communication,3,"His lectures were a little harder to follow, but he still presented good points. He also got creative with interpreting pictures and relating it to the books. A lot of people favored him over Hart and Van Sant.",UmF0aW5nLTExNTIxNjg3
Baker College - Mike Watkins HUMCORE,HUMCORE Communication,4,"An engaging and interesting lecturer. His lectures were coherent, creative, and memorable.",UmF0aW5nLTExMTMzODU5
Baker College - Mike Watkins GRC131,GRC131 Communication,1,"This teacher was absolutely horrible.  He expected you to just KNOW how to do everything, he never taught you anything and was hardly ever in the room. Also he graded on whether he liked you or not instead of how well you did on the assignment.",UmF0aW5nLTEzMTg1ODgz
Baker College - Mike Watkins GRAPHICCOMM,GRAPHICCOMM Communication,1,He is a terrible teacher. He expects you to learn everything on your own and he's never in the classroom.,UmF0aW5nLTEwNjE5MjQ4
Baker College - Mike Watkins GRC131,GRC131 Communication,5,No Comments,UmF0aW5nLTIxODk4OA==
Baker College - Mike Watkins HUMCO1A,HUMCO1A Communication,3,"He was more helpful than Van Sant, however still boring, sometimes unclear, but very very intelligent. With his lectures I think its best to bring a recorder then play it back! He brings up interesting points , but honestly iin the morning its hard to follow.",UmF0aW5nLTEyNTk2MTg2
Baker College - Mike Watkins HUMCORE1A,HUMCORE1A Communication,5,"He was an okay lecturer, he spoke loadly and knew his material, even though at times he could be a bit boring.",UmF0aW5nLTExNTEwNjk5
Baker College - Mike Watkins HUMCORE,HUMCORE Communication,5,Professor Clark's lectures were the most interesting this quarter. He used a lot of visuals and had great connections between the three books he covered. He was very interesting and I would definitely recommend him.,UmF0aW5nLTEyNTIwMDcx
Baker College - Mike Watkins GRCCLASS,GRCCLASS Communication,5,"I enjoy Mike's classes.  He works you hard, but only because you need to KNOW the material.  He expects you to perform at a high standard, which is what your future employee will expect as well.  He's a great guy!  Love to hear him rant about the slackers",UmF0aW5nLTE2NzY4OTg=
Baker College - Mike Watkins GRC411,GRC411 Communication,5,Mike is brilliant. He always offers professional and caring guidance.,UmF0aW5nLTIxODk3Ng==
Baker College - Mike Watkins GRC121,GRC121 Communication,2,"He is a good teacher and gives assignments that prepare you for the future. However, when it comes to having to use a program for the first time, such as learning how to use InDesign(GRC 121), he treats the class like everyone knows how to use it already. You basically have to learn it on your own. Also, he doesn't like to use the books very much.",UmF0aW5nLTIyMDQ4NTUw
Baker College - Mike Watkins HUMCO1A,HUMCO1A Communication,5,He really knows his stuff but can be pretty boring at times. He's not the relaxed type and always starts lectures a couple of mins early so get there early! He always gives a lot of background to what is being read and is into studying art related to the work. He also likes to read from the book...aloud in class....a lot.,UmF0aW5nLTEyNDY3NzQ5
Baker College - Mike Watkins GRC121,GRC121 Communication,5,Mike is great teacher and a great guy.  I really enjoyed taking his class.,UmF0aW5nLTIyOTUwMg==
Baker College - Mike Watkins HUMCO1A,HUMCO1A Communication,5,"Excellent lecturer. Clear and doesn't beat around the bush when getting his point across. Though it can get boring at times because of the material, he's still a really good professor.",UmF0aW5nLTEyNjEyMDc2
Baker College - Mike Watkins HUMCORE1ALECT,HUMCORE1ALECT Communication,4,Professor Clark was helpful even though lectures were a bit dry.  He gives a good background to the work he is covering and helps you understand the history of the time.  Worth going to lecture for sure!  He is a very knowledgeable instructor.,UmF0aW5nLTExMjI2ODM0
Baker College - Mike Watkins PHDEXAMS,PHDEXAMS Communication,5,Can make your blood freeze during the orals but definitely motivates you to know your stuff.  An expert on both colonial and 20c American lit.  Good to have on your dissertation committee b/c he's so well-connected professionally.,UmF0aW5nLTExMjI4Nzcw
ITT Technical Institute - Bothell - Steven Bredeson CJ200,CJ200 Criminal Justice,5,Steve is easy to listen to and has a lot of knowledge to share. I look forward to taking more classes from him.,UmF0aW5nLTEzNzAzMTQ5
ITT Technical Institute - Bothell - Steven Bredeson HUMH1B,HUMH1B Criminal Justice,5,Very clear and concise lecturer. He improved my comprehension and understanding of the texts in HumCore.,UmF0aW5nLTEyOTQyOTQ5
ITT Technical Institute - Bothell - Steven Bredeson ENG102B,ENG102B Criminal Justice,5,"I recommend Professor Clark- not only does he teach an interesting topic, but he has a sense of humor which pairs well with his extensive knowledge on American history. He gives most people B's. Only about 10/90 students received an A. Lectures are easy to follow even if you haven't read.",UmF0aW5nLTE2ODI5MTg3
ITT Technical Institute - Bothell - Steven Bredeson TBTECH,TBTECH Criminal Justice,4,"Made a boring class exciting,  Good instructor and fun",UmF0aW5nLTEzODczODI3
ITT Technical Institute - Bothell - Steven Bredeson CJCJ,CJCJ Criminal Justice,5,Steve is an awesome teacher!!! Lucky students get Steve.,UmF0aW5nLTEzNjM5Mzgz
ITT Technical Institute - Bothell - Steven Bredeson CJCJ,CJCJ Criminal Justice,5,"My favorite teacher of all time! He's fun, professional, makes class fun and interesting and treats all his students like family!",UmF0aW5nLTE2MzQwMjgy
ITT Technical Institute - Bothell - Steven Bredeson CJ261,CJ261 Criminal Justice,4,No Comments,UmF0aW5nLTEyNDcxMTI5
ITT Technical Institute - Bothell - Steven Bredeson HCORE1A,HCORE1A Criminal Justice,4,"you reallyyyy have to pay attention in his lectures because his outline for his notes are very minimalist. he uses a LOT of pictures and he seems like a way chill person. overall, a pretty good lecturer",UmF0aW5nLTEyNjMzMjg5
ITT Technical Institute - Bothell - Steven Bredeson CJ241,CJ241 Criminal Justice,4,No Comments,UmF0aW5nLTEzMzE0MTYx
Oregon State University - Barbara Lachenbruch FOR331,FOR331 Forestry,5,Really cares about us,UmF0aW5nLTExMTQyOQ==
Oregon State University - Barbara Lachenbruch FOR331,FOR331 Forestry,2,No Comments,UmF0aW5nLTE3NTIz
Oregon State University - Barbara Lachenbruch WSESECT,WSESECT Forestry,2,Not very helpful. Can't trust her about her suggested reading topics for the exams.,UmF0aW5nLTEzNDI4OTg2
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,5,"Barb cares a lot about her student success and will bend over backwards to create opportunities to pass. If you put in the work it will pay off. She allowed like 50 points extra credit, which is enough to bump a letter grade or maybe two.  She is a little on the ditsy side, and often goes on tangents. Overall though, you should get A's if you try",UmF0aW5nLTI4NDM5Mzk4
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,5,Very understanding and helpful,UmF0aW5nLTI4NDIzMjIw
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,5,"Great lectures that cover a lot of the material found on the quizzes, and exams. Attendance is taken, but she is lenient on it. She really wants to teach you something she is passionate about, and it really shows in the material she puts together for the classes. Will always answer any questions in class or outside of.",UmF0aW5nLTI4NDY1NDEx
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,2,This class was really challenging for a non-major. It was advertised as being a Baccore class but without previous forestry knowledge it was very difficult. Ended up SUing it because there was so much material we were expected to know in such a short period of time.,UmF0aW5nLTI0ODUwOTkz
Oregon State University - Barbara Lachenbruch WSE312,WSE312 Forestry,2,No Comments,UmF0aW5nLTEwNzg3Mjkw
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,3,"Barb is great. She really cares that you learn the material instead of just lecturing and expecting you to get it. She'll clarify anything you ask and  appreciates the effort put into class. Plus, your labs are in the forest! Way cool class and very interesting. Just pay attention and come to class and you'll do well. And ask for help if its needed",UmF0aW5nLTI1NjAxMzg2
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,4,She's kind of funny in lectures. Get the most out of the class if you interact in lectures,UmF0aW5nLTI3NDE1ODgz
Oregon State University - Barbara Lachenbruch WSE470,WSE470 Forestry,4,"Fascinating class.  She cares about us learning the material.  Assignments make sense & are part of the learning process.  Had to do a group presentation which I hate (who doesnt') but overall, a great class with pertinent, timely information based on the latest research.  Fabulous guest speaker.",UmF0aW5nLTE1OTA0ODg3
Oregon State University - Barbara Lachenbruch FES240,FES240 Forestry,2,"I love Barb, but to tell you the truth, she is extremely scatterbrained, while her lectures are informative and the material is there, if she didn't distract herself or go on a little tangent, she would be gold.   She is really really nice and easy to talk to as well. ",UmF0aW5nLTI0OTAxNzE5
Antonelli Institute of Art and Photography - Vlad Hartman COLOR3,COLOR3 Art History,4,Excellent,UmF0aW5nLTEyMjU4NTM5
Antonelli Institute of Art and Photography - Vlad Hartman ADLAB3E,ADLAB3E Art History,5,I absolutely loved Vlad's Class. He really knows what he is talking about and I love how he doesn't baby anyone. I learned so much about color correcting and printing. Best class by far. 5 Stars!!! So helpful if you actually ask him. Overall you define your own success. If you don't like him its because he doesn't baby you or your hipster photos.,UmF0aW5nLTE4MjkwNzcx
Antonelli Institute of Art and Photography - Vlad Hartman PHOTO,PHOTO Art History,4,hard,UmF0aW5nLTExNTUxNTY2
Antonelli Institute of Art and Photography - Vlad Hartman PHO101,PHO101 Art History,1,He sux,UmF0aW5nLTExNTM2MTgy
Antonelli Institute of Art and Photography - Vlad Hartman 4X5CAMERA,4X5CAMERA Art History,4,hard grader but I'm learning tons,UmF0aW5nLTExNzEwNzgx
Antonelli Institute of Art and Photography - Vlad Hartman PHOTO,PHOTO Art History,3,This teacher says horrible things about people. Though he is good with phtography he has other issues.,UmF0aW5nLTExNDIxODYw
Antonelli Institute of Art and Photography - Vlad Hartman PROPHOTOIII,PROPHOTOIII Art History,4,"Vlad will come to be your favorite teacher because he pushes you so hard to be excellent.  He is a bit intimidating at first, but he is incredibly helpful when asked.  Do the work and have it in on time and you're set.",UmF0aW5nLTEwMTkwMTY2
Antonelli Institute of Art and Photography - Vlad Hartman PROPHOTOIILAB,PROPHOTOIILAB Art History,4,No Comments,UmF0aW5nLTEwNTEzODY3
Antonelli Institute of Art and Photography - Vlad Hartman COLOR,COLOR Art History,5,He is very intimadating but excellent teacher!,UmF0aW5nLTEwNjcxODgz
Antonelli Institute of Art and Photography - Vlad Hartman PRINTING,PRINTING Art History,2,Very discouraging,UmF0aW5nLTE0MDY1NzM3
Antonelli Institute of Art and Photography - Vlad Hartman COLOR3,COLOR3 Art History,4,hard grader but learning so much,UmF0aW5nLTEyMjY0NTU4
Mount Mercy University - Tom Castle MKT208,MKT208 Business,5,Great teacher - excellent real world examples. Explains things very clearly.,UmF0aW5nLTE2NzU4MTA2
Mount Mercy University - Tom Castle MRK101,MRK101 Business,5,Excellent professor.  Was always my favorite.  Very helpful and uses lots of real world material to make it more applicable.,UmF0aW5nLTE4MTg5NjQx
Mount Mercy University - Tom Castle ENG100,ENG100 Business,2,"you really have to do the reading and go to lecture to get a good grade. grade is based on two exams and the final, attendance and participation are not considered, he's a tough grader, he explains a lot of the readings in class but at the end of his sentences, he lowers his voice, so you really have to listen. boring class, but informative.",UmF0aW5nLTE3MzYyNjgx
Mount Mercy University - Tom Castle MARKETING,MARKETING Business,5,He is awesome.  One of the best teachers I have ever had.,UmF0aW5nLTMwNjQ3MjA=
Mount Mercy University - Tom Castle BUS201,BUS201 Business,3,Not as great as everyone seems to think.,UmF0aW5nLTEyMTc4OTgx
Mount Mercy University - Tom Castle ENG100,ENG100 Business,4,"Prof Clark is wonderful! You have to read, attend class and use your brain! If you make the effort, Clark will work with you. Attend office hours and introduce yourself to him. He is extremely helpful and understanding if you have any issues with the material or the class in general. Read the material, Show up, take notes, and you will do fine!",UmF0aW5nLTE3OTc0Nzg0
Pennsylvania Academy of the Fine Arts - Peter Van Dyck DR204,DR204 Fine Arts,5,"Ive taken over 10 drawing classes at three colleges, Peters was by far the best. He somehow manages to be both the best painter and the most humble person at PAFA. General consensus among students is that he is an excellent teacher, and that checks out with my experience.",UmF0aW5nLTMzNTE2ODcy
Pennsylvania Academy of the Fine Arts - Peter Van Dyck ENG100,ENG100 Fine Arts,2,"English 100 is the worst English course I have ever taken.Theory is something you either love or hate (I hated it).You might as well take this professor because he's better than Warminski. You must attend class and you have to take very detailed notes. I'm an A/B student and I studied my ass off for this class, but still got a B-",UmF0aW5nLTE4MDMzNDM2
Pennsylvania Academy of the Fine Arts - Peter Van Dyck PT200,PT200 Fine Arts,1,"I took his figure painting classes. He definitely lacked racial awareness; if he did, he enjoyed exploiting them (slick). He sometimes make jokes that were racially insensitive and biased which were uncomfortable. This is sad, I signed up for his class because I looked up to his painting talents and perhaps I thought he was gonna be cool.",UmF0aW5nLTMyOTcwMDE2
Pennsylvania Academy of the Fine Arts - Peter Van Dyck DR100,DR100 Fine Arts,1,"I took his perspective drawing class. I did all the assigned works and somehow my sketchbook was lost so I couldn't show him the works I did which he have seen throughout the SEMESTER and he gave me a C for that. This dude is racist. Also, this is suppose to be college level but his contents are superficial, HS geometry has more substance then this",UmF0aW5nLTMyOTY1MTkx
University Of La Verne - Kern County - Ed Hughes EDUC349,EDUC349 Education,5,"Mr. Hughes is very, very, VERY knowledgeable. I think that I learned more in his class alone than the rest of my time at ULV. He is a wonderful teacher. The only downfall is that he likes to repeat himself and this wastes time and you stay until 9:30 or 10:00.",UmF0aW5nLTEzMDc1Mjcx
University Of La Verne - Kern County - Ed Hughes EDUC348,EDUC348 Education,5,"There is no reason NOT to get an A. He's a great teacher. His assignments take effort, but they are not difficult. We would also spend time, drawing, singing, acting, and dancing. It was fun!",UmF0aW5nLTE3NTI5NDg5
University Of La Verne - Kern County - Ed Hughes EDU349,EDU349 Education,5,"this class was extremely easy! he is such a nice guy. Not much hw, just some notes from the book, easy easy easy quiz and final couple of papers but nothing big you could do them in your sleep! only bad thing is that he goes tell 9-930 :(",UmF0aW5nLTE5MjMxNTg1
University of Connecticut Avery Point - Nancy Ellen Croft SOCI1001,SOCI1001 Women's Studies,5,"Really sweet lady! Shes very helpful, just show up to class and you will pass.",UmF0aW5nLTI5NDU4Mjkx
University of Connecticut Avery Point - Nancy Ellen Croft SOC107,SOC107 Women's Studies,5,She gives you every chance she can to excel.,UmF0aW5nLTE4NTU4MzQ=
University of Connecticut Avery Point - Nancy Ellen Croft WS1124,WS1124 Women's Studies,5,I LOVE NANCY CROFTS. She's not your average WS instructor- Far better. She's so great! Take this for a GenEd if you can!,UmF0aW5nLTE4MzE5ODcx
University of Connecticut Avery Point - Nancy Ellen Croft SOCI1100,SOCI1100 Women's Studies,3,"Easy class. Wild teacher, she is always telling strange stories, but easily the nicest person you will ever meet. She gives ample opportunity for extra credit. Great Gen Ed class.",UmF0aW5nLTE1MjE1NjIz
University of Connecticut Avery Point - Nancy Ellen Croft WS,WS Women's Studies,5,great teacher and role model,UmF0aW5nLTEwNzEwOTg0
University of Connecticut Avery Point - Nancy Ellen Croft WS,WS Women's Studies,5,Professor Croft is really nice and helpful and if you pay attention in class you will do well.,UmF0aW5nLTIwNjA2MDE=
University of Connecticut Avery Point - Nancy Ellen Croft SOCI115,SOCI115 Women's Studies,4,awesome teacher and person. her stories are nuts. ive taken every class she teacher and they're fun and interesting. take as many with her as you can!,UmF0aW5nLTE2MDA2NzE5
University of Connecticut Avery Point - Nancy Ellen Croft WS1168,WS1168 Women's Studies,5,Great instructor.  Very helpful and loves what she teaches,UmF0aW5nLTIwMjExNDYx
University of Connecticut Avery Point - Nancy Ellen Croft SOCI105,SOCI105 Women's Studies,5,"Such a cutie! Love her, she even brought us cookies.  Very knowledgable.",UmF0aW5nLTExMDQ5NTc0
University of Connecticut Avery Point - Nancy Ellen Croft SOC1251,SOC1251 Women's Studies,1,"Nice lady but a terrible professor. Her lectures jump all over the place with no flow to them. She rarely writes things on the board but still expects you to know the terms. The textbook is useless. No organization at all to her course, so far this was one of the worst courses I've taken.",UmF0aW5nLTI2MTIxNjg1
University of Connecticut Avery Point - Nancy Ellen Croft SOCI1001,SOCI1001 Women's Studies,4,Extremely nice lady - classes are kind of random but the work is not hard at all. She shows good movies in class.,UmF0aW5nLTMzMjAyNjIx
University of Connecticut Avery Point - Nancy Ellen Croft SOCI1001,SOCI1001 Women's Studies,5,"Mrs. Croft is a very very sweet lady. She offers many classes and I highly recommend taking them. As long as you show up and put effort in, it should be an easy A",UmF0aW5nLTM2ODU3Njk2
University of Connecticut Avery Point - Nancy Ellen Croft SOCI1251,SOCI1251 Women's Studies,5,Took her WGSS and Soci course spring 2020 and loved it. As long as you pay attention and go to class you should pass her course with flying colors,UmF0aW5nLTMzNzI1MDgz
University of Connecticut Avery Point - Nancy Ellen Croft WOMENSSTUDIES,WOMENSSTUDIES Women's Studies,4,"good teacher, really easy",UmF0aW5nLTI2OTczNjI=
University of Connecticut Avery Point - Nancy Ellen Croft SOCI115,SOCI115 Women's Studies,5,easy overall and good to have her...interesting way of teaching....and her stories..,UmF0aW5nLTEzNjExNDg2
University of Connecticut Avery Point - Nancy Ellen Croft WS1124,WS1124 Women's Studies,4,"Great teacher! She has an upbeat personality, and the class is easy!",UmF0aW5nLTE3MTU0MzQ5
University of Connecticut Avery Point - Nancy Ellen Croft SOCIOLOGY,SOCIOLOGY Women's Studies,5,"Shes a great teacher, very enthusiastic and helpful.  Her classes arent that hard either, i recommend taking any of her classes.",UmF0aW5nLTI2Mjc3MjI=
University of Connecticut Avery Point - Nancy Ellen Croft SOCI1001,SOCI1001 Women's Studies,5,Great professor who really cares about her students succeeding. She is very helpful and passionate about what she teaches.,UmF0aW5nLTI0MzEwNjM1
University of Connecticut Avery Point - Nancy Ellen Croft WGSS1124,WGSS1124 Women's Studies,5,I recommend taking this gen ed because she is a great professor who is helpful and passionate. Her classes are not hard if you show up and take notes.,UmF0aW5nLTI0MzEwNjU3
University of Connecticut Avery Point - Nancy Ellen Croft SOCIOLOGYWS,SOCIOLOGYWS Women's Studies,5,"Best teacher I've ever had. Funny, sweet, intelligent, she rules. She knows tons about movies and comedy, too, which is a bonus. Oh, and she lived in Africa and worked in the Peace Corps, which kicks ass.",UmF0aW5nLTEwNTAyNTcx
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"At first, Bellamy seems awful. Discrete is a pretty tough subject and he is unorganized as can be. He writes out long boring proofs that you can pretty much space out and ignore a lot of the time. However, even though his grading scales seem super weird, if you put in a decent amount of effort in it is actually fairly easy to get an A. ",UmF0aW5nLTI1MzA3MDAx
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"The class is not tough like people talked about, but this professor is not good one to take. In the class, he just follow his thoughts to talk in spite of whether students can follow or not. handwriting is confusing.",UmF0aW5nLTI0Njc5Nzg4
University of Delaware - David Bellamy MATH230,MATH230 Mathematics,1,"Professor Bellamy is not a good professor at all. His grading system consists of a homework grade and a test grade, and whichever is lower is your average. 2 of the tests are kind of easy, but one is very hard and it will ruin your average. He is also not good at explaining anything.",UmF0aW5nLTI2NjEzMzc2
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,4,"I think Bellamy is great. You don't have a textbook in this class. I love the way he grades his students. Basically if you work hard enough you will get an A in the class, and it doesn't matter how you do on exams. He's a nice guy, terrible with names. Still doesn't know mine. Taking him again next semester.",UmF0aW5nLTIzMzA0OTg5
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"His lectures are so frustrating: he just stands at the board and rambles on without actually checking if you understand it or not.  He gives a normal amount of homework which are pretty hard, but the test questions are always easier than the homework.  You have to put in a lot of individual effort in order to do well.",UmF0aW5nLTI1Mjk2MzM5
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,2,"He uses a point-based grading system for all of his classes, so if you put the work in early, you don't have to take the final or show up for the last few weeks of class. Get up to the board to do some proofs as soon as possible.",UmF0aW5nLTI0ODA0MzQx
University of Delaware - David Bellamy FRE2241,FRE2241 Mathematics,4,He is very unorganized but he focuses on the grammar and making sure you understand how to use each word and conjugation properly. You do get graded on your attendance but if you still turn in your work and show an understanding of the material he will cut you some slack. He gives you until the end of the semester to make up any written or online.,UmF0aW5nLTMwNzg5NzAz
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,1,"Bellamy is one of the worst professors I've ever had.  He really doesnt care if you understand the material or if you pass the class.  He tells you to ask questions but then makes you feel stupid for asking that question.  Seriously, dont take him unless you want to fail",UmF0aW5nLTIyMjM5ODgz
University of Delaware - David Bellamy MATH243,MATH243 Mathematics,1,"he's not exactly a good professor. If you have to take him, don't sweat it but I wouldn't choose to have him. Nobody really knows what he's talking about, but he usually gives an overall feeling of what the exams look like. Grade is based on the lower of your test grade and hw grade, so it's important that you do your hw. Not impossible to get A/B",UmF0aW5nLTIwOTc2NjEy
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"I'm taking this class now, and it's most likely the most difficult class I have ever taken. Don't expect to learn too much from the lectures as the notation can be quite confusing. If you don't understand one little detail, it's unlikely you'll be able to fully comprehend the proof or theorem he's writing on the board. READ the text and do the HW.",UmF0aW5nLTIyOTIyOTc4
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,5,The teacher is nice. Grading system is great. It is easy to get a good grade if you work hard. Calculus teacher can not teach you every single algebra. This teacher can give students a good start. You need to work on them after class. He does not care about the antecedence and texting during class. Just a little homework will be provided.,UmF0aW5nLTIwOTQ1MjE0
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,4,"Easy class if you've already taken calculus. If you haven't, you're going to have to study a lot. He teaches through sample problems, then assigns very similar ones for homework. Tests are pretty easy, he gives 5 questions on each test where each problem is worth 25 points but the test is graded out of 100 points. Overall, easy class.",UmF0aW5nLTIwOTU3NjM3
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,3,He isn't always the most clear and doesn't necessarily get up to teach this course. He makes you learn proofs by presenting them. Its pretty easy to rack up points and he has a unique grading scale that pretty much gaurentees you to pass if you come to class,UmF0aW5nLTIxNDA2MzA4
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,5,A great professor.  A litter home+not required participation. It's easy to gain A. I got 100+ in all three exams.,UmF0aW5nLTIwOTM3Nzc4
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,3,"I took him when i had no other options. He's the easiest of the professors, just the class material is somewhat confusing. His grading system is weird but makes it easy. His Exams are easier than homeworks by far, and you can study with friends for the homework. Would recommend him.",UmF0aW5nLTI0NjQ5NDQ2
University of Delaware - David Bellamy MATH230,MATH230 Mathematics,3,"Professor Bellamy is not as bad as he seems the first week of class. He doesn't have a Sakai or Canvas page so you must keep track of your grades yourself, but he is a great professor. Homework is hard, but you do not have to complete all of them to get an A. Exams are the easiest part of the class, which is a nice change of pace for a math class.",UmF0aW5nLTI1OTE3MDAy
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,1,"You should avoid Bellamy..Not a good professor at all. Tests are very hard, and he doesn't care about his students' grades at all. AVOID",UmF0aW5nLTIxMDY4NzU4
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,3,"150 points is an A and you get points for asking questions, going to class, and doing proofs. If you put the work in you'll get an A.",UmF0aW5nLTI0ODUzMDYz
University of Delaware - David Bellamy MATH230,MATH230 Mathematics,3,This class is really dumb and easy. The grading system seems hard but he is very generous with points. Half the class didn't take the final because he said it couldn't hurt your grade and we already had A's.,UmF0aW5nLTI1ODk2NzQz
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,4,He is a very good professor. I can get a pretty good grade on his exam. He just give a little homework a week and no on-line homework.,UmF0aW5nLTIwOTM3NjU2
Baker College - F Dumas MANAGEMENT,MANAGEMENT Business,1,His classroom policies are similar to those of elementary school,UmF0aW5nLTEyMDY3ODk5
Baker College - F Dumas MGT212,MGT212 Business,2,This man treats students like they are morons and like second class citizens. This man does not care about anyone. Real harsh. This man should retire for good. Shame on baker for hiring this man.,UmF0aW5nLTEyODE5NTgy
Baker College - F Dumas BUS101,BUS101 Business,1,You can tell he is not a teacher - only experienced in the business of GM and bragging that he knows it all. He is a &quot;good old boy&quot; and thinks less of females. He makes unnecessary and inappropriate comments about females and someone should report him to the dean. Teaching is way out of his league.,UmF0aW5nLTEyMjQxMzc3
Baker College - F Dumas MGT212,MGT212 Business,1,"Doesn't get much worse than this...absolutely no teaching skills, and poor personality.",UmF0aW5nLTE4MjMxNTYw
Baker College - F Dumas MGT301,MGT301 Business,4,"I learned a lot from taking Mr. Dumas's class. He likes to crack jokes, but is serious at the same time. Come in with a willingness to learn and, you will do fine.",UmF0aW5nLTIyODY5NDg2
Baker College - F Dumas MGT301,MGT301 Business,4,"Great teacher. Challenges you and, makes the class interesting . Will be taking another class with him again in the spring",UmF0aW5nLTIyNDk1NTkx
Baker College - F Dumas MGT212,MGT212 Business,5,Mr. Dumas was a very helpful teacher. He is pretty laid back with students but he means business as well. He was very nice and liked to crack jokes. He made the class very interesting.,UmF0aW5nLTIyODYzMTQz
Baker College - F Dumas MGT101,MGT101 Business,5,Grades hard on the term papers and you need to study for the test half of the test is fill in the blanks,UmF0aW5nLTEyODg5Mjk2
Baker College - F Dumas MGT101,MGT101 Business,3,"Do your assignments, sit up front, laugh at his jokes, and you will do just fine.  He is very nice.",UmF0aW5nLTEyNzIxNjg4
