Teacher Name,Department + Class,Rating,Comment,Rating ID
Oregon State University - Paul Murtaugh ST551,ST551 Statistics,1,Treats students as if they should know subject so he doesn't have to teach,UmF0aW5nLTU4MzM4NQ==
Oregon State University - Paul Murtaugh ST511,ST511 Statistics,2,"Teaching style leaves much to be desired.  Shows important figures that would be useful for our understanding, but does not give copies to students nor enough time to copy them.  Very boring, I estimate he could condense his lectures into 10 minutes on average.",UmF0aW5nLTE1NTMwNDIz
Oregon State University - Paul Murtaugh STAT551,STAT551 Statistics,2,"Tricky test maker.  Gives formula sheets for tests, then asks questions that need formulas not on sheets.  Be careful and study everything even if not on sheet!",UmF0aW5nLTEyNTc3NDYy
Oregon State University - Paul Murtaugh ST421,ST421 Statistics,5,"Good teacher, could be more upbeat - but he's awesome",UmF0aW5nLTYyNzAxNQ==
Oregon State University - Paul Murtaugh STAT551,STAT551 Statistics,5,"He is the type of professor who genuinely cares about the students, and wants you to succeed. He cracks great jokes, is clear, concise, to the point, and his door is always open. ",UmF0aW5nLTI0MzMzOTgy
Oregon State University - Paul Murtaugh STAT511,STAT511 Statistics,2,Tests are not like study guides. Lectures lack info needed to help you with hw or tests.,UmF0aW5nLTE1NTMwMzk5
Oregon State University - Paul Murtaugh STATS500,STATS500 Statistics,4,Found him challenging. He expects students to be ready to discuss material in class. I learned a LOT!,UmF0aW5nLTI5Nzc5MjA=
Trine University - Michael Blaz PS113,PS113 Psychology,2,No Comments,UmF0aW5nLTEyMDU2OTM=
Trine University - Michael Blaz PSY101,PSY101 Psychology,5,Awesome,UmF0aW5nLTI0NTkyNjI=
Trine University - Michael Blaz PSY,PSY Psychology,5,"Very good teacher, realy hard tests but funny man!",UmF0aW5nLTI0NjA1MzU=
Trine University - Michael Blaz PSY113,PSY113 Psychology,5,"if you make an effort to remember the concepts taught in the class, you should do fine.  he offers bonus points on the test too.",UmF0aW5nLTIyMzIwMjg=
Trine University - Michael Blaz PSY353,PSY353 Psychology,2,Weird guy who needs to get new jokes,UmF0aW5nLTExNjExNjUy
Trine University - Michael Blaz PHL203,PHL203 Psychology,5,Prof. Blaz is a very good teacher. He is great at answering questions and isn't afraid to admit he doesn't know all the answers.  His class is very enjoyable and you will certainly understand the material by the end of the semester.,UmF0aW5nLTE2MTA2Njcw
Trine University - Michael Blaz PSY101,PSY101 Psychology,4,"Really smart guy and a VERY interesting class. The tests are not super easy, but they are definitely fair. make sure you do any extra credit. I think I was the only one in the class who got a B and I couldve had an A if I had been doing extra credit all semester.",UmF0aW5nLTIzMzk4NTEz
Trine University - Michael Blaz PHL303,PHL303 Psychology,3,"Very honest and open...  not always the clearest on what he says, but at least he'll clarify....  if you ask.  His Logic class was a very...  unusual experience to put it mildly.",UmF0aW5nLTEwNTkxODk=
Trine University - Michael Blaz PSY505,PSY505 Psychology,5,Awesome Professor in any class he teaches!,UmF0aW5nLTEzMDcwOTM0
Trine University - Michael Blaz PSY303,PSY303 Psychology,4,"I had Blaz for many classes and he is one of my favorite profs. His lectures can be a bit boring, but I enjoyed how he got student feedback and was open to class discussions. His opinions are very apparent but he does not teach them as fact. His tests are hard and require lots of studying but he never assigns homework. Highly recommended.",UmF0aW5nLTIyMDI2OTgx
Trine University - Michael Blaz PSY104,PSY104 Psychology,4,"awesome use of examples, going to marry him someday",UmF0aW5nLTE2NDgyNDc3
Trine University - Michael Blaz PSY113,PSY113 Psychology,5,"Very funny and intelligent psychology lectures. Tough tests, but terrific class.",UmF0aW5nLTExMDA3OTI=
Trine University - Michael Blaz PSYCHHNRS,PSYCHHNRS Psychology,4,"I had him for honors psych and ethics and while it sucked that your grade was based only on the three tests, he is a really good teacher and doesn't let personal opinions get in the way of education and facts.",UmF0aW5nLTE5Nzg1Mjgz
Trine University - Michael Blaz PSY314,PSY314 Psychology,5,"Really a smart guy, worth taking his classes over anyone else. Pleasure to be in class rather than sleeping!",UmF0aW5nLTEwNDEwNDg3
Trine University - Michael Blaz ETHICS,ETHICS Psychology,5,"Very good teacher, intelligent.  Always willing to make time for students, easy to talk to.  One of the best teachers on campus.",UmF0aW5nLTEwMzgxODUx
Coastal Pines Technical College - Ronald Nachtman ANATOMY1,ANATOMY1 Biology,5,Not an easy professor for sure and was a little eccentric. Definitely made sure we knew knew the material and would ask lots of questions to the class really making you participate. I would take another of his classes.,UmF0aW5nLTM2NjA3NDA5
Coastal Pines Technical College - Ronald Nachtman BIOL2118,BIOL2118 Biology,5,Wonderful Professor,UmF0aW5nLTMyMTA5NDI5
Coastal Pines Technical College - Ronald Nachtman ANATOMY1,ANATOMY1 Biology,5,"Dr. Nachtman is energetic, knowledgeable, and entertaining (for sure). He puts a lot of effort into making sure we are understanding the material, often firing questions at us, to engage even the most reserved learners in the class. The videos were terrible. A&amp;P Jeopardy was fun. I enjoyed being in Dr. Nachtmans class. Thank you.",UmF0aW5nLTMxNDg1NzI3
Coastal Pines Technical College - Ronald Nachtman ANATOMY1,ANATOMY1 Biology,1,"Horrible , Just HORRIBLE!! His class and lectures are very disorganized very unclear every single lab is a flop . PLEASE AVOID HIME IF AT ALL POSSIBLE. I struggled horribly in his class and im a straight A student.",UmF0aW5nLTMxOTU0NzA1
Harold Washington College - John Metoyer ENG101,ENG101 English,5,Very understanding and helpful!,UmF0aW5nLTEwNjY2MDc5
Harold Washington College - John Metoyer ENG101,ENG101 English,5,"He is the best teacher I ever have!!!! How can you imagine you can get extra credits by editing old essays? That is so useful for me at least!!! He counts the grade including daily grade and final essay, so please do not worry about if you did bad in final paper. Go get his class!!!!!!",UmF0aW5nLTI3NDcxNDAx
Harold Washington College - John Metoyer ENG101,ENG101 English,1,He needs much improvement and made things more difficult than it actually was. ,UmF0aW5nLTM3MTYxNzMz
Harold Washington College - John Metoyer ENG101,ENG101 English,2,He gave too much homework every week I had to write and essay or revise an essay along with quizzes and a discussion post per chapter. he does not record meetings but can meet with you anytime. If you turn in something late expect to your grade to be a bit harsh. He was okay I expected more from reviews I read and is why I chose the class.,UmF0aW5nLTMzODA0NDg3
Harold Washington College - John Metoyer LIT128,LIT128 English,4,"Took his online class. The syllabus was very clear about what was expected, overall really good class.",UmF0aW5nLTMzNTg2OTAw
Harold Washington College - John Metoyer CMMEDIA110,CMMEDIA110 English,5,"So, I took a photography history class with him at Wright College. He's a pretty fair teacher. He likes group projects, so if that's not your thing, beware. Quizzes are actually really cool! The papers he would assign were just awesome, really cool topics. Get the book and study! My final grade was an 89.4%, so yeah, he's an honest grader.",UmF0aW5nLTI2NjI2NTQz
Harold Washington College - John Metoyer ENG101,ENG101 English,5,He was very awesome and understanding. He understands about life and education life and he has a PHD. He gave a great speech about the practice exit essay about the taking a gap year off school after high school. He said &quot;school don't make a person smart but only make a person become a better thinker.&quot; Which I agree. He don't give quizzes and tests,UmF0aW5nLTMwMzcxMDI2
Harold Washington College - John Metoyer ENG101,ENG101 English,5,"Professor Metoyer, is by far one of the best English professors at Harold Washington college. He is funny caring and actually is there for the students. I highly recommend you take his class you will not regret it,hes a very chill Professor and very understandable. If youre thinking of taking him dont think twice he is the way to go.",UmF0aW5nLTMwNDY5OTE1
Harold Washington College - John Metoyer ENG101,ENG101 English,5,Best english teacher i ever had,UmF0aW5nLTM0NjkwNDI=
Harold Washington College - John Metoyer ENG101,ENG101 English,5,No Comments,UmF0aW5nLTExMjYwOTQw
Harold Washington College - John Metoyer ENG101,ENG101 English,5,"Yes, there will be essays and lots of reading just like every other english class. Your reading and writing skills will definitely get better once you take his class, and he will tell you whats wrong and how to fix your work. Take his class and yo will not regret it.",UmF0aW5nLTI3MTYwMjU1
Harold Washington College - John Metoyer ENG101,ENG101 English,5,"I was nervous going into Eng 101 because I hadn't written in so long, but this professor made it a lot less nerve wracking. He knows his stuff but doesn't make you feel bad about yourself if you don't. There's definitely a good amount of essays, but he gives you multiple topics to choose from with each one. Not too much reading or many quizzes.",UmF0aW5nLTI4OTA5MDgz
Baker College - C Groulx INF141,INF141 Business,2,"Shes a nice lady, but she talks to much and doesn't relate well.  She had us do presentations that were a timed powerpoint, then interud every 2 seconds.  Severely annoying.",UmF0aW5nLTE5NDMzNjAw
Baker College - C Groulx BUS121,BUS121 Business,1,"She reads to her students from the text book word for word if I wanted that I would have had my daughter read to me.  I found myself dumber after taking her class, and I will not ever take her courses again. I hope she gets demoted to elementary school.  Maybe she should go to a training course on how to teach college students.  She needs help.",UmF0aW5nLTExMjU1OTY5
Baker College - C Groulx BUS211,BUS211 Business,1,She stumbles and staggers through her lectures and then they don't cover matrial on tests. Inconsistant in her grading of written assignements. She gets weeks behind in grading homework. Her memory is failing and often has 10 to 20 second pauses in her lectrues. I feel like I didn't learn much in her class. I will not take any more of her classes.,UmF0aW5nLTEzMjYzNDY1
Baker College - C Groulx INF161,INF161 Business,2,"Good teacher but gets confused a lot. Doesn't explain things well. And you have to ask questions. But if you didn't understand it, you'll get points for trying! She really works with you! I would take her class again. You just have to stay on top of homework. Not a bad teacher though! Very nice!",UmF0aW5nLTIyOTIwMDc5
Baker College - C Groulx BUS121,BUS121 Business,1,No Comments,UmF0aW5nLTExNDYwNDAw
Baker College - C Groulx SMBUSMGT,SMBUSMGT Business,2,"Very unclear and unorganized. Lectures are boring and straight out of the text. If her name ever appears on my schedule again, I will transfer ASAP.",UmF0aW5nLTM5NTA0NDE=
Baker College - C Groulx BUSINF,BUSINF Business,1,Do not take this teach! If you have her change your class right away!,UmF0aW5nLTE2ODcxODE3
Baker College - C Groulx BUSINESS,BUSINESS Business,1,Very unorganized. Unclear and confused. Tests and assignments are ambiguous. Lectures are boring and nothing more than recap of text. Very nice lady. Good use of blackboard and web sources.,UmF0aW5nLTM2OTg1NDQ=
Baker College - C Groulx MARKETING,MARKETING Business,4,"I've had Mrs Groulx a few times and she's a good teacher. Her classes often get a little out of control, but the fact that a lot of students act like kindergarteners doesn't mean that she's bad at teaching. Anytime anybody has had a &#63; she always clarifies, you just have to speak up and ask your &#63;s. She lectures from book & gives real examples.",UmF0aW5nLTEwNjQ3NjMx
Baker College - C Groulx MKT101,MKT101 Business,1,"For being a professor for quite a few years, she is certainly lacking in skills. She hands out the questions to the test, which is somewhat helpful, except for the fact that she cannot write grammatically correct to save her life. I cannot wait to evaluate her performance. I am submitting her tests to the Academic Office for them to judge.",UmF0aW5nLTE0OTQ3NTI5
Baker College - C Groulx MKT111B,MKT111B Business,2,If you want to learn marketing don't take this class.  You would learn more from just reading the book.  She's never prepared doesn't follow her syllibus and can't control her class.  If I could I'd get my money back for this class.,UmF0aW5nLTI3NjU0MTM=
Baker College - C Groulx MKT1813,MKT1813 Business,2,I was not able to follow this professor well.  She had a tendancy to get side tracked when teaching.  I had a hard time understanding what was expected of her.  All over the board with her grading.  I do not recommend this teacher.  I was really looking forward to this class and learning something and that did not happen.,UmF0aW5nLTE1OTg0MzEw
Baker College - C Groulx MKT20,MKT20 Business,2,"Absolutely unbearable lectures, it was very common for you to ask a question, and for her not even answer it, she would start, but then would stumble, pause, and talk about something unrelated. Read straight out of the book, she did have powerpoints, and if you took notes on those then you would do ok, but her teaching abilities are not good.",UmF0aW5nLTEzNTUyMTMx
Baker College - C Groulx INF121,INF121 Business,3,"Easy class, but sometimes she didn't even know what she was doing or didn't know the information. I had corrected her twice.",UmF0aW5nLTIwOTUwMDM1
Baker College - C Groulx MKT201,MKT201 Business,1,"WORST INSTRUCTOR EVER!  if you have to have sales 101, AVOID HER! terrible.",UmF0aW5nLTEzMzI2MzI5
Baker College - C Groulx MGT111B,MGT111B Business,1,WORST TEACHER EVER!!! She just stuttered through her lectures which were power points over nothing in the test.  Terrible and learned nothing.,UmF0aW5nLTEyNzQzMDgz
Baker College - C Groulx INF113,INF113 Business,2,"She was friendly but sometimes seemed annoyed by your questions. Was very unsure of what was expected or what my assignments were the first week, after I figured it out I got the hang of it though. I felt there was no need for a teacher because we basically just worked on homework in class,she didnt really teach.Overall it was a pretty easy course",UmF0aW5nLTE5ODU3MTcz
Baker College - C Groulx MKT111B,MKT111B Business,5,No Comments,UmF0aW5nLTIyOTU1ODQ=
Oregon State University - Mark Elton BA390,BA390 Business,1,"horrible professor, didn't learn a thing, lectures are miserably boring.  Would not mind seeing him leaving the campus soon, this class is pathetic, not worth what we pay for.",UmF0aW5nLTIyOTI4MDUy
Oregon State University - Mark Elton BA495,BA495 Business,3,"I like Elton. His classes are easy of you study his powerpoint slides, you don't need to buy the book. I didnt open it once and still got an A just from in class participation points/quiz points and studying the slide",UmF0aW5nLTE5MjIxNDcx
Oregon State University - Mark Elton BA390,BA390 Business,1,The class consists 50% of watching YouTube videos and the other 50% reading from slides. You will not learn anything from this class. Show up to earn your attendance points and take the daily quiz. I recommend bringing a laptop to keep yourself busy otherwise you will go mad.,UmF0aW5nLTE4NTg4ODAz
Oregon State University - Mark Elton BA390,BA390 Business,2,"Lecture is fine, entertaining to listen to. However, absolutely rude, demeaning, and disrespectful to students after class.",UmF0aW5nLTIzMjQ1MDEx
Oregon State University - Mark Elton BA390,BA390 Business,2,YouTube videos and publisher slides. At least the attendance points and daily quizzes boost your grade. Tests are usually over 70 questions but not that difficult.,UmF0aW5nLTE4NjQ1MTg5
Oregon State University - Mark Elton BA352,BA352 Business,5,"Prof. Elton is one of the best teachers in the COB. He is really funny during class and his teaching style keeps everyone interested. If you like classes that are fun while you still learn, then Elton is a must for you!",UmF0aW5nLTE3Njk1NjE4
Oregon State University - Mark Elton BA390,BA390 Business,3,"Fairly easy course. Go to all the classes (Qwizdom points) and you should do fine on the tests with a little review. Elton was entertaining but was not always the most clear on the concepts we were going over; however, the Powerpoints are usually all you need anyway.",UmF0aW5nLTE4ODIyNTcw
Oregon State University - Mark Elton BA495,BA495 Business,1,"Horrible teacher. This guy is a joke! I bet his students know more than he does, he is just a clown. Easy grade, won't help your career one bit.",UmF0aW5nLTE3Mjk5NzMx
Oregon State University - Mark Elton BA390,BA390 Business,3,"This is my third class w Mark.He is very fun/entertaining.I am concerned that he continues to show same U-tube & persuaders videos 4 3 very different BA classes. I hope to learn/see something new. He has open door policy and easy to approach. Has quizzes each class so people show up. Don't leave during lecture, he really frowns on that.",UmF0aW5nLTEzOTgxMzM1
Oregon State University - Mark Elton BA516,BA516 Business,3,Easy class. Consists of watching commercials on youtube and looking at powerpoint slides. He grades tests and projects very slowly.,UmF0aW5nLTIyMTAzNzQz
Oregon State University - Mark Elton BA499,BA499 Business,4,"Professor is great. Really knows how to make class not dreadful. Usually two hours classes are always awful, but Professor Elton makes the two hours move by quickly and generally efficiently.",UmF0aW5nLTE5ODIxNzM2
Oregon State University - Mark Elton BA390,BA390 Business,1,he is one of the worst professors i have ever had. The tests do not resemble his lectures at all. If you want a good grade I do not recommend him at all!,UmF0aW5nLTEzNzIwMzM1
Oregon State University - Mark Elton BABUSI,BABUSI Business,4,"nice teacher, really fun, interesting but sometimes rude and self concious about how right he is. We were talking about an economic concept which he was wrong about, I raised my hand to politely correct him. Instead he did a face saving maneuver to use his popularity to insult me and my idea in front of everyone even though he admitted fault later",UmF0aW5nLTEzODQ4MzY3
Oregon State University - Mark Elton BA495,BA495 Business,3,"Love, Love, Love him! there is a method to his madness, some students hate it, most love it. He will not do your work for you, he wants you to learn and think (he will help you tons!) Go to class! Pay attention, you'll hardly have to study for his exams (which are common sense....)",UmF0aW5nLTE2NjEzNjY5
Oregon State University - Mark Elton BA390,BA390 Business,3,This class is easy but so boring! Take something to keep you entertained because listening to Mark's lecture's will put you to sleep.  Don't be fooled by the Mark's first couple lectures.  He lures you in with some good youtube vids but it's all downhill from there.,UmF0aW5nLTE1MzAzOTA2
Oregon State University - Mark Elton BA492,BA492 Business,4,"THIS GUY IS THE BOMB! You need to show up because he is so cool, and a lot of what he goes over in class is on the midterm and final. (If you have one!)",UmF0aW5nLTE2ODgxNTU1
Oregon State University - Mark Elton BA516,BA516 Business,3,"Class was really easy, but I don't feel like I learned a lot. Lectures consist of publisher powerpoint slides and watching commercials on youtube. He is really slow to grade tests and projects. His expectations for assignments aren't very clear.",UmF0aW5nLTIyMTAzNzMw
Oregon State University - Mark Elton PSM566,PSM566 Business,2,"I had an on-line class where we met 4 times a term.  He is awful, doesn't care, used very old materials, not a good professor.",UmF0aW5nLTIyMzMxODMx
Oregon State University - Mark Elton BA495,BA495 Business,1,"If you plan on learning anything, get a different professor, if college is about breezing through and getting a degree, he's your man. USELESS USELESS USELESS!!! I did not learn anything in this class",UmF0aW5nLTE3MjAwMTI5
Oregon State University - Mark Elton BA390,BA390 Business,5,"Fun class, you sit and watch commercials most of the time.  Pretty easy, you just have to show up.",UmF0aW5nLTE1OTAxNjEx
Arizona Western College - Samuel Shearrow MATH187,MATH187 Mathematics,5,Great teacher! Makes math fun and learning easy,UmF0aW5nLTIwMTI5OTM1
Arizona Western College - Samuel Shearrow MAT151,MAT151 Mathematics,5,"Mr.Shearrow is a wonderful professor who will help any students during office hours. I was very lucky to have him for 3 classes 81,121,151. I am terrible at math very terrible but he will answer every single question (if you ask). I say this because many people are afraid to ask questions. Do not be hesitant to ask anything. I highly recommend..",UmF0aW5nLTIzNTY5NzIx
Arizona Western College - Samuel Shearrow MATH122,MATH122 Mathematics,4,Great teacher. I would recomend him to anyone. He makes learning fun and easy.,UmF0aW5nLTE2Mzc5NzE1
Arizona Western College - Samuel Shearrow MAT82122,MAT82122 Mathematics,5,"Good teacher. Jokes here and there. Explains clearly. Gives easy in-class group quizes, once in a while. Gives homework, but not for points.",UmF0aW5nLTM3NjcyMTk=
Arizona Western College - Samuel Shearrow MATH82,MATH82 Mathematics,5,"SERIOUS, BUT EASY TO UNDERSTAND AND IS ALWAYS MAKING SURE YOU COMPREHEND THE LECTURE. GREAT TEACHER!",UmF0aW5nLTE1NTIzNTE0
Arizona Western College - Samuel Shearrow MAT122,MAT122 Mathematics,5,"Great instructor! He made the class fun, even though it's math. He explained everything very well & went over anything that anyone asked him to. Very helpful!",UmF0aW5nLTE4NDEwODI2
West Coast Ultrasound Institute - Jordan Hung NURS5,NURS5 Nursing,5,"He is the best nursing theory instructor. Not only will he teach you the materials but also how to study to be successful. Every student in my class passed the exit exam because of his dedication to his students. You will need to work hard to pass his class, but at the end, it's totally worth it.",UmF0aW5nLTI3OTUwNDIy
West Coast Ultrasound Institute - Jordan Hung NURS3,NURS3 Nursing,5,"He is the best instructor in the LVN nursing program. He made confusing material really easy to understand. He loves to help students, and always make time to meet with us. Although his tests are challenging, I sure learned a lot this term.",UmF0aW5nLTI2MTcxNjEx
West Coast Ultrasound Institute - Jordan Hung NCLEX1,NCLEX1 Nursing,5,Attending his weekend NCLEX review class was a lot of work. But I'm so thankful that he taught this review class because I passed my NCLEX last month on the first try. I highly recommend him!,UmF0aW5nLTI3MTQ2NzA3
West Coast Ultrasound Institute - Jordan Hung TERM5,TERM5 Nursing,5,This is toughest class I've taken in my entire schooling. He is great in explaining materials that are difficult to understand and always provide tips to crack the NCLEX tricky questions.,UmF0aW5nLTMxMDk1MDMy
West Coast Ultrasound Institute - Jordan Hung NURS5,NURS5 Nursing,5,"I belong to a small class but everyone passed the tough ATI with level 2 and above every term. I hated all the homework he assigned, but at the end those really helped me. He would give hundreds of practice questions and go over them one by one with test taking strategies.  He is the best teacher!",UmF0aW5nLTI2NzIwNzM2
West Coast Ultrasound Institute - Jordan Hung N3,N3 Nursing,5,Great lecture and test taking strategy presented in class. I passed the ATI subject test because of him. He will listen to you because he truly cares. He responds to his email promptly as well. I'd love to have him as my professor for the rest of the term.,UmF0aW5nLTI2MjEzNjk0
West Coast Ultrasound Institute - Jordan Hung NURS5,NURS5 Nursing,5,He is by far the toughest instructor but I learned so much from him. He takes him to go over the questions and rationales as well as test taking strategies. He is accessible outside of class all the time. I texted/emailed him questions and he will always respond. He is the best of the best!!!,UmF0aW5nLTMwNDI1OTg0
West Coast Ultrasound Institute - Jordan Hung T5,T5 Nursing,5,"I pass the boards because of him. His course is rigorous but that is why I pass my NCLEX the first time. He will give a lot of homework but all those assigned work are necessary and crucial to pass the boards exam.  You would want to give up, but he will held out his hand to pull you up!",UmF0aW5nLTI2NzQ5OTM0
West Coast Ultrasound Institute - Jordan Hung NURS5,NURS5 Nursing,5,"He is an awesome LVN theory instructor. The only thing is there's a lot of homework to finish before the test and his tests are hard. But if you score well, you will pass the ATI assessment for sure. So that's a plus.",UmF0aW5nLTI3ODkwMjcy
West Coast Ultrasound Institute - Jordan Hung TERM5,TERM5 Nursing,5,"He is the best nursing instructor I've ever had. He is very clear in his teaching and made the learning materials easier to understand. His tests are hard and involve a lot of critical thinking. Be ready for &quot;select all that apply&quot; questions on his tests. However, because of him, I passed my NCLEX the first try. He is the best at this school.",UmF0aW5nLTI5NjQ2NDg3
University of Connecticut Avery Point - Janice Watts CHEM1107,CHEM1107 Chemistry,1,"She is so boring. Everyone who was in my lab group failed. Class is only at 8am, everyone sleeps during class. AVOID THIS CLASS-- TAKE PSYCHICS WITH MILLBACH FOR YOUR SCIENCE/LAB COURSE.",UmF0aW5nLTE3ODg0MDY4
University of Connecticut Avery Point - Janice Watts CHEM1122,CHEM1122 Chemistry,4,"Watts is EXTREMELY boring. She hardly every curves. Since she is so boring it is hard to pay attention. She speaks in a monotone and reads right off the slides. She assigns hmwk right out of the book, so be sure to get it! The book was the only reason I passed. The labs were hard and had almost nothing to do with what we did in class.",UmF0aW5nLTE3MDYwNzg0
Trine University - Brooks Bigelow CHEM1,CHEM1 Chemistry,3,"Easiest teacher to get out of class early.  All you need to do is sit there with a cigarette in you mouth and you are guaranteed to get out of class 20 mins early.  He know his stuff, but isn't all that clear when it comes to informing the students.",UmF0aW5nLTEwMzgxNTQz
Trine University - Brooks Bigelow CH203,CH203 Chemistry,3,Very intellegent but kinda lacks on the teaching.,UmF0aW5nLTEwMzUxODA1
Trine University - Brooks Bigelow CH114,CH114 Chemistry,1,No Comments,UmF0aW5nLTIxNDUwODQ=
Trine University - Brooks Bigelow CH224,CH224 Chemistry,5,"Dr. Bigelow is a genius, and is very helpfull with all of his material.  And usually gives a quiz every  4 0r 5 clases",UmF0aW5nLTMyNTMzMTg=
Trine University - Brooks Bigelow CHEMORG,CHEMORG Chemistry,4,"I think he's a great teacher, and if you write down everything he writes on the board and study just that, you should get a decent grade!",UmF0aW5nLTE4NDkyNTM0
Trine University - Brooks Bigelow CHE104,CHE104 Chemistry,2,"The infamous Bigelow Twitch will drive you up the wall as you attempt to listen on his lectures...  He is the easiest of the Chem1 professors, but he explains things the worst.  So, try to avoid him if you are taking Chem 1 for the first time.",UmF0aW5nLTEwNTkxOTI=
Trine University - Brooks Bigelow CH213,CH213 Chemistry,3,No Comments,UmF0aW5nLTcxNDg4MQ==
Trine University - Brooks Bigelow BIOCHEM,BIOCHEM Chemistry,4,good,UmF0aW5nLTE0MzA0NDg5
Trine University - Brooks Bigelow CHEM114,CHEM114 Chemistry,1,"He is incredibly intelligent, but he definitely lacks in the teaching department.  Don't take him for an intro class, he expects you to have a huge background already so he doesn't explain himself.  He will write things on the board and you won't know where they came from.",UmF0aW5nLTEzNjYxMDkz
Trine University - Brooks Bigelow CHEMORGA,CHEMORGA Chemistry,4,GREAT TEACHE MATERIAL IS HARD BUT ORGANIC IS SUPPOSED TO BE.  NICE AND HELPFUL,UmF0aW5nLTEzMDE5NTU1
Trine University - Brooks Bigelow CH114,CH114 Chemistry,2,Try to get a file if possible.  It will be a very valuable resource as he doesn't change tests and quizzes around very much from year to year.,UmF0aW5nLTI2NTc2NjI=
Trine University - Brooks Bigelow CH104,CH104 Chemistry,1,No Comments,UmF0aW5nLTcwMzI2Nw==
Trine University - Brooks Bigelow CHEM1,CHEM1 Chemistry,3,He talks very fast.  Has pop quizzes usually once a week.,UmF0aW5nLTcwMzExMw==
